ground_truth,student_answer,label,ngram_overlap,lcs_ratio,length_ratio,score_multilingual_mpnet,score_multilingual_minilm,score_vi_sbert
"Quang hợp là quá trình lục lạp hấp thụ năng lượng ánh sáng để tổng hợp chất hữu cơ (glucose) từ CO2 và nước, đồng thời giải phóng khí oxi.","Quang hợp là quá trình cây dùng ánh sáng mặt trời để biến CO2 và nước thành đường, rồi thải ra oxi.",dung,0.09388335704125178,0.4583333333333333,0.8333333333333334,0.87795234,0.7778129,0.792013
"Quang hợp là quá trình lục lạp hấp thụ năng lượng ánh sáng để tổng hợp chất hữu cơ (glucose) từ CO2 và nước, đồng thời giải phóng khí oxi.","Em hiểu quang hợp là quá trình diễn ra ở lục lạp của thực vật, trong đó năng lượng ánh sáng mặt trời được hấp thụ và sử dụng để chuyển hóa khí CO2 cùng với nước thành các chất hữu cơ như glucose để nuôi cây, và trong quá trình này khí oxi được thải ra môi trường.",dung,0.022058823529411766,0.5,2.0416666666666665,0.8151038,0.86850166,0.79704505
"Quang hợp là quá trình lục lạp hấp thụ năng lượng ánh sáng để tổng hợp chất hữu cơ (glucose) từ CO2 và nước, đồng thời giải phóng khí oxi.","Quang hợp là quá trình lục lạp hấp thụ ánh sáng để tổng hợp chất hữu cơ glucose từ CO2 và nước, đồng thời giải phóng oxi.",hoc_vet,0.4674329501915709,0.8333333333333334,0.8333333333333334,0.9883569,0.9780723,0.8913831
"Quang hợp là quá trình lục lạp hấp thụ năng lượng ánh sáng để tổng hợp chất hữu cơ (glucose) từ CO2 và nước, đồng thời giải phóng khí oxi.","Quang hợp là quá trình lục lạp hấp thụ năng lượng ánh sáng tổng hợp chất hữu cơ từ CO2 và nước, giải phóng ra khí oxi.",hoc_vet,0.41666666666666663,0.7916666666666666,0.8333333333333334,0.9331499,0.95270425,0.9514984
"Quang hợp là quá trình lục lạp hấp thụ năng lượng ánh sáng để tổng hợp chất hữu cơ (glucose) từ CO2 và nước, đồng thời giải phóng khí oxi.",Quang hợp là quá trình cây hấp thụ khí oxi và thải ra khí CO2 để tạo năng lượng cho tế bào sử dụng.,sai,0.05263157894736842,0.2916666666666667,0.7916666666666666,0.82593185,0.7142414,0.74590766
"Hô hấp tế bào là quá trình phân giải chất hữu cơ (glucose) thành CO2 và nước, giải phóng năng lượng dưới dạng ATP để cung cấp cho các hoạt động sống của tế bào.","Hô hấp tế bào là quá trình tế bào phân giải đường để lấy năng lượng ATP dùng cho hoạt động sống, đồng thời thải ra CO2 và nước.",dung,0.1015151515151515,0.3793103448275862,0.7931034482758621,0.97636485,0.9497545,0.87482387
"Hô hấp tế bào là quá trình phân giải chất hữu cơ (glucose) thành CO2 và nước, giải phóng năng lượng dưới dạng ATP để cung cấp cho các hoạt động sống của tế bào.","Theo em hô hấp tế bào diễn ra bên trong ti thể, đó là quá trình các chất hữu cơ như glucose bị phân giải dần dần thành CO2 và nước, và trong quá trình phân giải đó năng lượng được giải phóng ra dưới dạng ATP để tế bào sử dụng cho các hoạt động sống của mình.",dung,0.1762925598991173,0.7586206896551724,1.6551724137931034,0.93586946,0.9371974,0.9130816
"Hô hấp tế bào là quá trình phân giải chất hữu cơ (glucose) thành CO2 và nước, giải phóng năng lượng dưới dạng ATP để cung cấp cho các hoạt động sống của tế bào.","Hô hấp tế bào là quá trình phân giải chất hữu cơ glucose thành CO2 và nước, giải phóng năng lượng ATP cung cấp cho hoạt động sống của tế bào.",hoc_vet,0.4432900432900433,0.7931034482758621,0.7931034482758621,0.9956121,0.987632,0.95840555
"Hô hấp tế bào là quá trình phân giải chất hữu cơ (glucose) thành CO2 và nước, giải phóng năng lượng dưới dạng ATP để cung cấp cho các hoạt động sống của tế bào.","Hô hấp tế bào là quá trình phân giải glucose thành CO2 và nước, năng lượng giải phóng dưới dạng ATP cho tế bào hoạt động.",hoc_vet,0.2272403982930299,0.6206896551724138,0.6896551724137931,0.98277473,0.9800034,0.922676
"Hô hấp tế bào là quá trình phân giải chất hữu cơ (glucose) thành CO2 và nước, giải phóng năng lượng dưới dạng ATP để cung cấp cho các hoạt động sống của tế bào.","Hô hấp tế bào là quá trình tế bào hấp thụ CO2 và nước, dùng ánh sáng để tổng hợp thành glucose và thải ra oxi.",sai,0.12195121951219512,0.3448275862068966,0.6896551724137931,0.89574456,0.8777165,0.77242404
"Nguyên phân là hình thức phân chia tế bào tạo ra hai tế bào con có bộ nhiễm sắc thể giống hệt tế bào mẹ, gồm các kỳ đầu, kỳ giữa, kỳ sau, kỳ cuối, giúp cơ thể sinh trưởng và thay thế tế bào già, tế bào tổn thương.","Nguyên phân là quá trình một tế bào chia thành hai tế bào con có bộ nhiễm sắc thể y hệt tế bào ban đầu, nhờ vậy cơ thể lớn lên và thay thế các tế bào bị hỏng.",dung,0.10255456349206349,0.3953488372093023,0.6976744186046512,0.9544181,0.9014482,0.90552515
"Nguyên phân là hình thức phân chia tế bào tạo ra hai tế bào con có bộ nhiễm sắc thể giống hệt tế bào mẹ, gồm các kỳ đầu, kỳ giữa, kỳ sau, kỳ cuối, giúp cơ thể sinh trưởng và thay thế tế bào già, tế bào tổn thương.","Theo em nguyên phân là kiểu phân chia tế bào mà từ một tế bào mẹ ban đầu sẽ tạo ra hai tế bào con, hai tế bào con này mang bộ nhiễm sắc thể giống hệt nhau và giống với tế bào mẹ, quá trình này trải qua các kỳ đầu, kỳ giữa, kỳ sau, kỳ cuối, có vai trò giúp cơ thể sinh trưởng, phát triển và thay thế những tế bào già hoặc bị tổn thương.",dung,0.25961538461538464,0.8604651162790697,1.627906976744186,0.9591949,0.95297587,0.95412654
"Nguyên phân là hình thức phân chia tế bào tạo ra hai tế bào con có bộ nhiễm sắc thể giống hệt tế bào mẹ, gồm các kỳ đầu, kỳ giữa, kỳ sau, kỳ cuối, giúp cơ thể sinh trưởng và thay thế tế bào già, tế bào tổn thương.","Nguyên phân là hình thức phân chia tế bào tạo ra hai tế bào con có bộ nhiễm sắc thể giống hệt tế bào mẹ, gồm kỳ đầu, kỳ giữa, kỳ sau, kỳ cuối, giúp cơ thể sinh trưởng và thay thế tế bào già, tế bào bị tổn thương.",hoc_vet,0.8246376811594203,0.9767441860465116,1.0,0.9989045,0.99816316,0.99742407
"Nguyên phân là hình thức phân chia tế bào tạo ra hai tế bào con có bộ nhiễm sắc thể giống hệt tế bào mẹ, gồm các kỳ đầu, kỳ giữa, kỳ sau, kỳ cuối, giúp cơ thể sinh trưởng và thay thế tế bào già, tế bào tổn thương.","Nguyên phân là hình thức phân chia của tế bào tạo ra hai tế bào con có bộ nhiễm sắc thể giống với tế bào mẹ, trải qua kỳ đầu, kỳ giữa, kỳ sau, kỳ cuối, giúp cơ thể sinh trưởng và thay thế tế bào tổn thương, già.",hoc_vet,0.5429582210242587,0.8604651162790697,1.0232558139534884,0.99078715,0.99217325,0.98162436
"Nguyên phân là hình thức phân chia tế bào tạo ra hai tế bào con có bộ nhiễm sắc thể giống hệt tế bào mẹ, gồm các kỳ đầu, kỳ giữa, kỳ sau, kỳ cuối, giúp cơ thể sinh trưởng và thay thế tế bào già, tế bào tổn thương.","Nguyên phân là hình thức phân chia tế bào tạo ra bốn tế bào con có bộ nhiễm sắc thể giảm đi một nửa so với tế bào mẹ, dùng để tạo giao tử.",sai,0.2037907268170426,0.3953488372093023,0.6511627906976745,0.89650846,0.8448094,0.7325344
"Giảm phân là hình thức phân chia tế bào sinh dục chín, trải qua hai lần phân bào liên tiếp nhưng nhiễm sắc thể chỉ nhân đôi một lần, tạo ra bốn tế bào con có bộ nhiễm sắc thể giảm đi một nửa so với tế bào mẹ, hình thành giao tử.","Giảm phân là quá trình phân chia xảy ra ở tế bào sinh dục để tạo ra giao tử, tế bào chia hai lần liên tiếp nhưng ADN chỉ nhân đôi một lần nên số nhiễm sắc thể trong tế bào con chỉ còn một nửa so với ban đầu.",dung,0.13246753246753246,0.4888888888888889,0.9111111111111111,0.92759377,0.89948785,0.84893864
"Giảm phân là hình thức phân chia tế bào sinh dục chín, trải qua hai lần phân bào liên tiếp nhưng nhiễm sắc thể chỉ nhân đôi một lần, tạo ra bốn tế bào con có bộ nhiễm sắc thể giảm đi một nửa so với tế bào mẹ, hình thành giao tử.","Em hiểu giảm phân là kiểu phân bào chỉ xảy ra ở các tế bào sinh dục đã chín để hình thành giao tử, quá trình này có hai lần phân chia tế bào diễn ra liên tiếp nhau nhưng nhiễm sắc thể chỉ nhân đôi đúng một lần duy nhất ở giai đoạn đầu, kết quả là tạo ra bốn tế bào con mà mỗi tế bào chỉ mang một nửa số nhiễm sắc thể so với tế bào mẹ ban đầu.",dung,0.1532501076194576,0.6444444444444445,1.5333333333333334,0.9409603,0.91800344,0.8872912
"Giảm phân là hình thức phân chia tế bào sinh dục chín, trải qua hai lần phân bào liên tiếp nhưng nhiễm sắc thể chỉ nhân đôi một lần, tạo ra bốn tế bào con có bộ nhiễm sắc thể giảm đi một nửa so với tế bào mẹ, hình thành giao tử.","Giảm phân là hình thức phân chia của tế bào sinh dục chín, trải qua hai lần phân bào liên tiếp nhưng nhiễm sắc thể chỉ nhân đôi một lần, tạo ra bốn tế bào con có bộ nhiễm sắc thể giảm một nửa so với tế bào mẹ, hình thành nên giao tử.",hoc_vet,0.7611044417767108,0.9777777777777777,1.0222222222222221,0.9949812,0.99699414,0.99464035
"Giảm phân là hình thức phân chia tế bào sinh dục chín, trải qua hai lần phân bào liên tiếp nhưng nhiễm sắc thể chỉ nhân đôi một lần, tạo ra bốn tế bào con có bộ nhiễm sắc thể giảm đi một nửa so với tế bào mẹ, hình thành giao tử.","Giảm phân là hình thức phân chia tế bào sinh dục chín, gồm hai lần phân bào liên tiếp nhưng nhiễm sắc thể chỉ nhân đôi một lần, tạo ra bốn tế bào con có bộ nhiễm sắc thể giảm đi một nửa so với tế bào mẹ để hình thành giao tử.",hoc_vet,0.7735969387755102,0.9333333333333333,0.9777777777777777,0.99575025,0.996157,0.9874587
"Giảm phân là hình thức phân chia tế bào sinh dục chín, trải qua hai lần phân bào liên tiếp nhưng nhiễm sắc thể chỉ nhân đôi một lần, tạo ra bốn tế bào con có bộ nhiễm sắc thể giảm đi một nửa so với tế bào mẹ, hình thành giao tử.","Giảm phân là hình thức phân chia tế bào tạo ra hai tế bào con giống hệt tế bào mẹ về bộ nhiễm sắc thể, xảy ra ở tất cả các loại tế bào trong cơ thể để giúp cơ thể lớn lên.",sai,0.09573560767590618,0.3111111111111111,0.7333333333333333,0.85439104,0.76941454,0.7681575
"Enzyme là chất xúc tác sinh học có bản chất là protein, có khả năng làm tăng tốc độ phản ứng hóa học trong tế bào mà không bị biến đổi sau phản ứng, mỗi enzyme thường chỉ xúc tác cho một hoặc một số phản ứng nhất định.","Enzyme là protein đóng vai trò xúc tác, giúp các phản ứng hóa học trong cơ thể xảy ra nhanh hơn nhiều mà bản thân nó không bị mất đi sau phản ứng.",dung,0.06096491228070175,0.35135135135135137,0.7567567567567568,0.86166966,0.8369699,0.8393837
"Enzyme là chất xúc tác sinh học có bản chất là protein, có khả năng làm tăng tốc độ phản ứng hóa học trong tế bào mà không bị biến đổi sau phản ứng, mỗi enzyme thường chỉ xúc tác cho một hoặc một số phản ứng nhất định.","Theo em enzyme về bản chất là một loại protein có chức năng đặc biệt là xúc tác, tức là làm cho các phản ứng hóa sinh trong tế bào diễn ra nhanh hơn rất nhiều so với khi không có nó, và điều đặc biệt là sau khi phản ứng kết thúc thì enzyme vẫn giữ nguyên không bị biến đổi, mỗi loại enzyme thường chỉ phù hợp với một hoặc một vài phản ứng cụ thể thôi chứ không phải phản ứng nào cũng xúc tác được.",dung,0.04912776991984913,0.5135135135135135,2.0,0.92029184,0.8982909,0.9076263
"Enzyme là chất xúc tác sinh học có bản chất là protein, có khả năng làm tăng tốc độ phản ứng hóa học trong tế bào mà không bị biến đổi sau phản ứng, mỗi enzyme thường chỉ xúc tác cho một hoặc một số phản ứng nhất định.","Enzyme là chất xúc tác sinh học có bản chất protein, có khả năng làm tăng tốc độ phản ứng hóa học trong tế bào mà không bị biến đổi sau phản ứng, mỗi enzyme thường chỉ xúc tác một hoặc một số phản ứng nhất định.",hoc_vet,0.7928475033738192,0.9459459459459459,0.9459459459459459,0.9988774,0.99761355,0.9954012
"Enzyme là chất xúc tác sinh học có bản chất là protein, có khả năng làm tăng tốc độ phản ứng hóa học trong tế bào mà không bị biến đổi sau phản ứng, mỗi enzyme thường chỉ xúc tác cho một hoặc một số phản ứng nhất định.","Enzyme là chất xúc tác sinh học bản chất là protein, làm tăng tốc độ phản ứng hóa học trong tế bào mà không bị biến đổi sau khi phản ứng xảy ra, mỗi enzyme chỉ xúc tác cho một hoặc một số phản ứng.",hoc_vet,0.48611111111111116,0.8648648648648649,0.9459459459459459,0.99288553,0.9889228,0.98563665
"Enzyme là chất xúc tác sinh học có bản chất là protein, có khả năng làm tăng tốc độ phản ứng hóa học trong tế bào mà không bị biến đổi sau phản ứng, mỗi enzyme thường chỉ xúc tác cho một hoặc một số phản ứng nhất định.","Enzyme là chất bị biến đổi hoàn toàn sau mỗi phản ứng hóa học, đóng vai trò là nguyên liệu để tạo ra sản phẩm chứ không phải chất xúc tác.",sai,0.05422647527910686,0.24324324324324326,0.6756756756756757,0.8250561,0.7828304,0.73459584
"Nước và ion khoáng được hấp thụ từ đất vào rễ rồi vận chuyển lên các bộ phận trên mặt đất qua mạch gỗ (xylem) nhờ động lực phối hợp của áp suất rễ, lực hút do thoát hơi nước ở lá và lực liên kết giữa các phân tử nước.","Nước và muối khoáng được rễ hút từ đất rồi đi lên thân, lá nhờ mạch gỗ, quá trình này được thúc đẩy bởi áp suất từ rễ đẩy lên, lực hút từ việc lá thoát hơi nước, và các phân tử nước còn bám dính với nhau nữa.",dung,0.060408394781622236,0.4772727272727273,1.0909090909090908,0.866483,0.8656784,0.89899117
"Nước và ion khoáng được hấp thụ từ đất vào rễ rồi vận chuyển lên các bộ phận trên mặt đất qua mạch gỗ (xylem) nhờ động lực phối hợp của áp suất rễ, lực hút do thoát hơi nước ở lá và lực liên kết giữa các phân tử nước.","Em hiểu là cây hút nước và các ion khoáng ở trong đất thông qua rễ, sau đó nước và khoáng chất này di chuyển lên phía trên qua hệ thống mạch gỗ để đến thân và lá, sự di chuyển này không tự nhiên mà cần có động lực, gồm áp suất đẩy lên từ chính rễ cây, lực hút tạo ra do lá thoát hơi nước liên tục, và lực liên kết giữa các phân tử nước với nhau giúp chúng kéo nhau đi thành dòng liên tục.",dung,0.07453463533719866,0.5909090909090909,1.8636363636363635,0.8672113,0.8601515,0.9001064
"Nước và ion khoáng được hấp thụ từ đất vào rễ rồi vận chuyển lên các bộ phận trên mặt đất qua mạch gỗ (xylem) nhờ động lực phối hợp của áp suất rễ, lực hút do thoát hơi nước ở lá và lực liên kết giữa các phân tử nước.","Nước và ion khoáng được hấp thụ từ đất vào rễ rồi vận chuyển lên các bộ phận trên mặt đất qua mạch gỗ nhờ động lực phối hợp của áp suất rễ, lực hút do thoát hơi nước ở lá và lực liên kết giữa các phân tử nước.",hoc_vet,0.8636363636363636,0.9318181818181818,0.9318181818181818,0.9584388,0.97213674,0.9928583
"Nước và ion khoáng được hấp thụ từ đất vào rễ rồi vận chuyển lên các bộ phận trên mặt đất qua mạch gỗ (xylem) nhờ động lực phối hợp của áp suất rễ, lực hút do thoát hơi nước ở lá và lực liên kết giữa các phân tử nước.","Nước và các ion khoáng được rễ hấp thụ từ đất rồi vận chuyển lên các bộ phận trên mặt đất qua mạch gỗ, nhờ động lực phối hợp giữa áp suất rễ, lực hút do sự thoát hơi nước ở lá, và lực liên kết giữa các phân tử nước.",hoc_vet,0.44527649769585254,0.8636363636363636,1.0,0.9522477,0.9701886,0.9408951
"Nước và ion khoáng được hấp thụ từ đất vào rễ rồi vận chuyển lên các bộ phận trên mặt đất qua mạch gỗ (xylem) nhờ động lực phối hợp của áp suất rễ, lực hút do thoát hơi nước ở lá và lực liên kết giữa các phân tử nước.",Nước và muối khoáng được vận chuyển từ lá xuống rễ qua mạch rây nhờ áp suất thẩm thấu để nuôi các bộ phận dưới đất của cây.,sai,0.023809523809523808,0.25,0.5454545454545454,0.84209234,0.8205563,0.8148186
"Cân bằng nội môi là duy trì sự ổn định của môi trường trong cơ thể (như nồng độ glucose, pH máu, áp suất thẩm thấu, nhiệt độ) thông qua cơ chế điều hòa ngược, đảm bảo các hoạt động sống của tế bào và cơ thể diễn ra bình thường.","Cân bằng nội môi là việc cơ thể giữ cho môi trường bên trong luôn ổn định, ví dụ như lượng đường trong máu hay độ pH, nhờ có các cơ chế điều chỉnh ngược để đưa mọi thứ về mức bình thường khi có sự thay đổi.",dung,0.03221778221778222,0.2857142857142857,0.9761904761904762,0.92621815,0.866237,0.7273875
"Cân bằng nội môi là duy trì sự ổn định của môi trường trong cơ thể (như nồng độ glucose, pH máu, áp suất thẩm thấu, nhiệt độ) thông qua cơ chế điều hòa ngược, đảm bảo các hoạt động sống của tế bào và cơ thể diễn ra bình thường.","Theo em cân bằng nội môi là khả năng của cơ thể giữ cho các điều kiện bên trong như nồng độ glucose trong máu, độ pH, áp suất thẩm thấu hay nhiệt độ luôn ở mức ổn định dù môi trường bên ngoài có thay đổi, cơ chế thực hiện điều này chủ yếu là cơ chế điều hòa ngược, tức là khi một yếu tố nào đó lệch khỏi mức bình thường thì cơ thể sẽ có phản ứng để đưa nó trở lại như cũ, nhờ vậy tế bào và cơ thể mới hoạt động bình thường được.",dung,0.0906064788503694,0.5714285714285714,1.9523809523809523,0.84998673,0.8402446,0.81613433
"Cân bằng nội môi là duy trì sự ổn định của môi trường trong cơ thể (như nồng độ glucose, pH máu, áp suất thẩm thấu, nhiệt độ) thông qua cơ chế điều hòa ngược, đảm bảo các hoạt động sống của tế bào và cơ thể diễn ra bình thường.","Cân bằng nội môi là duy trì sự ổn định của môi trường trong cơ thể như nồng độ glucose, pH máu, áp suất thẩm thấu, nhiệt độ thông qua cơ chế điều hòa ngược, đảm bảo hoạt động sống của tế bào và cơ thể diễn ra bình thường.",hoc_vet,0.7346837944664031,0.9285714285714286,0.9285714285714286,0.9969015,0.9952078,0.9881761
"Cân bằng nội môi là duy trì sự ổn định của môi trường trong cơ thể (như nồng độ glucose, pH máu, áp suất thẩm thấu, nhiệt độ) thông qua cơ chế điều hòa ngược, đảm bảo các hoạt động sống của tế bào và cơ thể diễn ra bình thường.","Cân bằng nội môi là sự duy trì ổn định môi trường trong cơ thể, ví dụ nồng độ glucose, pH máu, áp suất thẩm thấu, nhiệt độ, nhờ cơ chế điều hòa ngược để các hoạt động sống của tế bào và cơ thể diễn ra bình thường.",hoc_vet,0.4511455525606469,0.8095238095238095,0.9523809523809523,0.9847571,0.98472255,0.9691243
"Cân bằng nội môi là duy trì sự ổn định của môi trường trong cơ thể (như nồng độ glucose, pH máu, áp suất thẩm thấu, nhiệt độ) thông qua cơ chế điều hòa ngược, đảm bảo các hoạt động sống của tế bào và cơ thể diễn ra bình thường.",Cân bằng nội môi là quá trình cơ thể trao đổi chất với môi trường bên ngoài để lấy oxi và thải CO2 ra ngoài.,sai,0.043405928614640044,0.19047619047619047,0.5,0.6647735,0.5521799,0.6501869
