"question_id","subject","concept","ground_truth","student_answer","label"
"72","Sinh học 10","Hô hấp tế bào","Hô hấp tế bào là quá trình phân giải chất hữu cơ (glucose) thành CO2 và nước, giải phóng năng lượng dưới dạng ATP để cung cấp cho các hoạt động sống của tế bào.","Theo em hô hấp tế bào diễn ra bên trong ti thể, đó là quá trình các chất hữu cơ như glucose bị phân giải dần dần thành CO2 và nước, và trong quá trình phân giải đó năng lượng được giải phóng ra dưới dạng ATP để tế bào sử dụng cho các hoạt động sống của mình.","dung"
"73","Sinh học 10","Hô hấp tế bào","Hô hấp tế bào là quá trình phân giải chất hữu cơ (glucose) thành CO2 và nước, giải phóng năng lượng dưới dạng ATP để cung cấp cho các hoạt động sống của tế bào.","Hô hấp tế bào là quá trình phân giải chất hữu cơ glucose thành CO2 và nước, giải phóng năng lượng ATP cung cấp cho hoạt động sống của tế bào.","hoc_vet"
"74","Sinh học 10","Hô hấp tế bào","Hô hấp tế bào là quá trình phân giải chất hữu cơ (glucose) thành CO2 và nước, giải phóng năng lượng dưới dạng ATP để cung cấp cho các hoạt động sống của tế bào.","Hô hấp tế bào là quá trình phân giải glucose thành CO2 và nước, năng lượng giải phóng dưới dạng ATP cho tế bào hoạt động.","hoc_vet"
"75","Sinh học 10","Hô hấp tế bào","Hô hấp tế bào là quá trình phân giải chất hữu cơ (glucose) thành CO2 và nước, giải phóng năng lượng dưới dạng ATP để cung cấp cho các hoạt động sống của tế bào.","Hô hấp tế bào là quá trình tế bào hấp thụ CO2 và nước, dùng ánh sáng để tổng hợp thành glucose và thải ra oxi.","sai"
"76","Sinh học 10","Nguyên phân","Nguyên phân là hình thức phân chia tế bào tạo ra hai tế bào con có bộ nhiễm sắc thể giống hệt tế bào mẹ, gồm các kỳ đầu, kỳ giữa, kỳ sau, kỳ cuối, giúp cơ thể sinh trưởng và thay thế tế bào già, tế bào tổn thương.","Nguyên phân là quá trình một tế bào chia thành hai tế bào con có bộ nhiễm sắc thể y hệt tế bào ban đầu, nhờ vậy cơ thể lớn lên và thay thế các tế bào bị hỏng.","dung"
"77","Sinh học 10","Nguyên phân","Nguyên phân là hình thức phân chia tế bào tạo ra hai tế bào con có bộ nhiễm sắc thể giống hệt tế bào mẹ, gồm các kỳ đầu, kỳ giữa, kỳ sau, kỳ cuối, giúp cơ thể sinh trưởng và thay thế tế bào già, tế bào tổn thương.","Theo em nguyên phân là kiểu phân chia tế bào mà từ một tế bào mẹ ban đầu sẽ tạo ra hai tế bào con, hai tế bào con này mang bộ nhiễm sắc thể giống hệt nhau và giống với tế bào mẹ, quá trình này trải qua các kỳ đầu, kỳ giữa, kỳ sau, kỳ cuối, có vai trò giúp cơ thể sinh trưởng, phát triển và thay thế những tế bào già hoặc bị tổn thương.","dung"
"78","Sinh học 10","Nguyên phân","Nguyên phân là hình thức phân chia tế bào tạo ra hai tế bào con có bộ nhiễm sắc thể giống hệt tế bào mẹ, gồm các kỳ đầu, kỳ giữa, kỳ sau, kỳ cuối, giúp cơ thể sinh trưởng và thay thế tế bào già, tế bào tổn thương.","Nguyên phân là hình thức phân chia tế bào tạo ra hai tế bào con có bộ nhiễm sắc thể giống hệt tế bào mẹ, gồm kỳ đầu, kỳ giữa, kỳ sau, kỳ cuối, giúp cơ thể sinh trưởng và thay thế tế bào già, tế bào bị tổn thương.","hoc_vet"
"79","Sinh học 10","Nguyên phân","Nguyên phân là hình thức phân chia tế bào tạo ra hai tế bào con có bộ nhiễm sắc thể giống hệt tế bào mẹ, gồm các kỳ đầu, kỳ giữa, kỳ sau, kỳ cuối, giúp cơ thể sinh trưởng và thay thế tế bào già, tế bào tổn thương.","Nguyên phân là hình thức phân chia của tế bào tạo ra hai tế bào con có bộ nhiễm sắc thể giống với tế bào mẹ, trải qua kỳ đầu, kỳ giữa, kỳ sau, kỳ cuối, giúp cơ thể sinh trưởng và thay thế tế bào tổn thương, già.","hoc_vet"
"80","Sinh học 10","Nguyên phân","Nguyên phân là hình thức phân chia tế bào tạo ra hai tế bào con có bộ nhiễm sắc thể giống hệt tế bào mẹ, gồm các kỳ đầu, kỳ giữa, kỳ sau, kỳ cuối, giúp cơ thể sinh trưởng và thay thế tế bào già, tế bào tổn thương.","Nguyên phân là hình thức phân chia tế bào tạo ra bốn tế bào con có bộ nhiễm sắc thể giảm đi một nửa so với tế bào mẹ, dùng để tạo giao tử.","sai"
"81","Sinh học 10","Giảm phân","Giảm phân là hình thức phân chia tế bào sinh dục chín, trải qua hai lần phân bào liên tiếp nhưng nhiễm sắc thể chỉ nhân đôi một lần, tạo ra bốn tế bào con có bộ nhiễm sắc thể giảm đi một nửa so với tế bào mẹ, hình thành giao tử.","Giảm phân là quá trình phân chia xảy ra ở tế bào sinh dục để tạo ra giao tử, tế bào chia hai lần liên tiếp nhưng ADN chỉ nhân đôi một lần nên số nhiễm sắc thể trong tế bào con chỉ còn một nửa so với ban đầu.","dung"
"82","Sinh học 10","Giảm phân","Giảm phân là hình thức phân chia tế bào sinh dục chín, trải qua hai lần phân bào liên tiếp nhưng nhiễm sắc thể chỉ nhân đôi một lần, tạo ra bốn tế bào con có bộ nhiễm sắc thể giảm đi một nửa so với tế bào mẹ, hình thành giao tử.","Em hiểu giảm phân là kiểu phân bào chỉ xảy ra ở các tế bào sinh dục đã chín để hình thành giao tử, quá trình này có hai lần phân chia tế bào diễn ra liên tiếp nhau nhưng nhiễm sắc thể chỉ nhân đôi đúng một lần duy nhất ở giai đoạn đầu, kết quả là tạo ra bốn tế bào con mà mỗi tế bào chỉ mang một nửa số nhiễm sắc thể so với tế bào mẹ ban đầu.","dung"
"83","Sinh học 10","Giảm phân","Giảm phân là hình thức phân chia tế bào sinh dục chín, trải qua hai lần phân bào liên tiếp nhưng nhiễm sắc thể chỉ nhân đôi một lần, tạo ra bốn tế bào con có bộ nhiễm sắc thể giảm đi một nửa so với tế bào mẹ, hình thành giao tử.","Giảm phân là hình thức phân chia của tế bào sinh dục chín, trải qua hai lần phân bào liên tiếp nhưng nhiễm sắc thể chỉ nhân đôi một lần, tạo ra bốn tế bào con có bộ nhiễm sắc thể giảm một nửa so với tế bào mẹ, hình thành nên giao tử.","hoc_vet"
"84","Sinh học 10","Giảm phân","Giảm phân là hình thức phân chia tế bào sinh dục chín, trải qua hai lần phân bào liên tiếp nhưng nhiễm sắc thể chỉ nhân đôi một lần, tạo ra bốn tế bào con có bộ nhiễm sắc thể giảm đi một nửa so với tế bào mẹ, hình thành giao tử.","Giảm phân là hình thức phân chia tế bào sinh dục chín, gồm hai lần phân bào liên tiếp nhưng nhiễm sắc thể chỉ nhân đôi một lần, tạo ra bốn tế bào con có bộ nhiễm sắc thể giảm đi một nửa so với tế bào mẹ để hình thành giao tử.","hoc_vet"
"85","Sinh học 10","Giảm phân","Giảm phân là hình thức phân chia tế bào sinh dục chín, trải qua hai lần phân bào liên tiếp nhưng nhiễm sắc thể chỉ nhân đôi một lần, tạo ra bốn tế bào con có bộ nhiễm sắc thể giảm đi một nửa so với tế bào mẹ, hình thành giao tử.","Giảm phân là hình thức phân chia tế bào tạo ra hai tế bào con giống hệt tế bào mẹ về bộ nhiễm sắc thể, xảy ra ở tất cả các loại tế bào trong cơ thể để giúp cơ thể lớn lên.","sai"
"86","Sinh học 10","Enzyme và vai trò xúc tác","Enzyme là chất xúc tác sinh học có bản chất là protein, có khả năng làm tăng tốc độ phản ứng hóa học trong tế bào mà không bị biến đổi sau phản ứng, mỗi enzyme thường chỉ xúc tác cho một hoặc một số phản ứng nhất định.","Enzyme là protein đóng vai trò xúc tác, giúp các phản ứng hóa học trong cơ thể xảy ra nhanh hơn nhiều mà bản thân nó không bị mất đi sau phản ứng.","dung"
"87","Sinh học 10","Enzyme và vai trò xúc tác","Enzyme là chất xúc tác sinh học có bản chất là protein, có khả năng làm tăng tốc độ phản ứng hóa học trong tế bào mà không bị biến đổi sau phản ứng, mỗi enzyme thường chỉ xúc tác cho một hoặc một số phản ứng nhất định.","Theo em enzyme về bản chất là một loại protein có chức năng đặc biệt là xúc tác, tức là làm cho các phản ứng hóa sinh trong tế bào diễn ra nhanh hơn rất nhiều so với khi không có nó, và điều đặc biệt là sau khi phản ứng kết thúc thì enzyme vẫn giữ nguyên không bị biến đổi, mỗi loại enzyme thường chỉ phù hợp với một hoặc một vài phản ứng cụ thể thôi chứ không phải phản ứng nào cũng xúc tác được.","dung"
"88","Sinh học 10","Enzyme và vai trò xúc tác","Enzyme là chất xúc tác sinh học có bản chất là protein, có khả năng làm tăng tốc độ phản ứng hóa học trong tế bào mà không bị biến đổi sau phản ứng, mỗi enzyme thường chỉ xúc tác cho một hoặc một số phản ứng nhất định.","Enzyme là chất xúc tác sinh học có bản chất protein, có khả năng làm tăng tốc độ phản ứng hóa học trong tế bào mà không bị biến đổi sau phản ứng, mỗi enzyme thường chỉ xúc tác một hoặc một số phản ứng nhất định.","hoc_vet"
"89","Sinh học 10","Enzyme và vai trò xúc tác","Enzyme là chất xúc tác sinh học có bản chất là protein, có khả năng làm tăng tốc độ phản ứng hóa học trong tế bào mà không bị biến đổi sau phản ứng, mỗi enzyme thường chỉ xúc tác cho một hoặc một số phản ứng nhất định.","Enzyme là chất xúc tác sinh học bản chất là protein, làm tăng tốc độ phản ứng hóa học trong tế bào mà không bị biến đổi sau khi phản ứng xảy ra, mỗi enzyme chỉ xúc tác cho một hoặc một số phản ứng.","hoc_vet"
"90","Sinh học 10","Enzyme và vai trò xúc tác","Enzyme là chất xúc tác sinh học có bản chất là protein, có khả năng làm tăng tốc độ phản ứng hóa học trong tế bào mà không bị biến đổi sau phản ứng, mỗi enzyme thường chỉ xúc tác cho một hoặc một số phản ứng nhất định.","Enzyme là chất bị biến đổi hoàn toàn sau mỗi phản ứng hóa học, đóng vai trò là nguyên liệu để tạo ra sản phẩm chứ không phải chất xúc tác.","sai"
"91","Sinh học 11","Vận chuyển nước và muối khoáng ở thực vật","Nước và ion khoáng được hấp thụ từ đất vào rễ rồi vận chuyển lên các bộ phận trên mặt đất qua mạch gỗ (xylem) nhờ động lực phối hợp của áp suất rễ, lực hút do thoát hơi nước ở lá và lực liên kết giữa các phân tử nước.","Nước và muối khoáng được rễ hút từ đất rồi đi lên thân, lá nhờ mạch gỗ, quá trình này được thúc đẩy bởi áp suất từ rễ đẩy lên, lực hút từ việc lá thoát hơi nước, và các phân tử nước còn bám dính với nhau nữa.","dung"
"92","Sinh học 11","Vận chuyển nước và muối khoáng ở thực vật","Nước và ion khoáng được hấp thụ từ đất vào rễ rồi vận chuyển lên các bộ phận trên mặt đất qua mạch gỗ (xylem) nhờ động lực phối hợp của áp suất rễ, lực hút do thoát hơi nước ở lá và lực liên kết giữa các phân tử nước.","Em hiểu là cây hút nước và các ion khoáng ở trong đất thông qua rễ, sau đó nước và khoáng chất này di chuyển lên phía trên qua hệ thống mạch gỗ để đến thân và lá, sự di chuyển này không tự nhiên mà cần có động lực, gồm áp suất đẩy lên từ chính rễ cây, lực hút tạo ra do lá thoát hơi nước liên tục, và lực liên kết giữa các phân tử nước với nhau giúp chúng kéo nhau đi thành dòng liên tục.","dung"
"93","Sinh học 11","Vận chuyển nước và muối khoáng ở thực vật","Nước và ion khoáng được hấp thụ từ đất vào rễ rồi vận chuyển lên các bộ phận trên mặt đất qua mạch gỗ (xylem) nhờ động lực phối hợp của áp suất rễ, lực hút do thoát hơi nước ở lá và lực liên kết giữa các phân tử nước.","Nước và ion khoáng được hấp thụ từ đất vào rễ rồi vận chuyển lên các bộ phận trên mặt đất qua mạch gỗ nhờ động lực phối hợp của áp suất rễ, lực hút do thoát hơi nước ở lá và lực liên kết giữa các phân tử nước.","hoc_vet"
"94","Sinh học 11","Vận chuyển nước và muối khoáng ở thực vật","Nước và ion khoáng được hấp thụ từ đất vào rễ rồi vận chuyển lên các bộ phận trên mặt đất qua mạch gỗ (xylem) nhờ động lực phối hợp của áp suất rễ, lực hút do thoát hơi nước ở lá và lực liên kết giữa các phân tử nước.","Nước và các ion khoáng được rễ hấp thụ từ đất rồi vận chuyển lên các bộ phận trên mặt đất qua mạch gỗ, nhờ động lực phối hợp giữa áp suất rễ, lực hút do sự thoát hơi nước ở lá, và lực liên kết giữa các phân tử nước.","hoc_vet"
"95","Sinh học 11","Vận chuyển nước và muối khoáng ở thực vật","Nước và ion khoáng được hấp thụ từ đất vào rễ rồi vận chuyển lên các bộ phận trên mặt đất qua mạch gỗ (xylem) nhờ động lực phối hợp của áp suất rễ, lực hút do thoát hơi nước ở lá và lực liên kết giữa các phân tử nước.","Nước và muối khoáng được vận chuyển từ lá xuống rễ qua mạch rây nhờ áp suất thẩm thấu để nuôi các bộ phận dưới đất của cây.","sai"
"96","Sinh học 11","Cân bằng nội môi","Cân bằng nội môi là duy trì sự ổn định của môi trường trong cơ thể (như nồng độ glucose, pH máu, áp suất thẩm thấu, nhiệt độ) thông qua cơ chế điều hòa ngược, đảm bảo các hoạt động sống của tế bào và cơ thể diễn ra bình thường.","Cân bằng nội môi là việc cơ thể giữ cho môi trường bên trong luôn ổn định, ví dụ như lượng đường trong máu hay độ pH, nhờ có các cơ chế điều chỉnh ngược để đưa mọi thứ về mức bình thường khi có sự thay đổi.","dung"
"97","Sinh học 11","Cân bằng nội môi","Cân bằng nội môi là duy trì sự ổn định của môi trường trong cơ thể (như nồng độ glucose, pH máu, áp suất thẩm thấu, nhiệt độ) thông qua cơ chế điều hòa ngược, đảm bảo các hoạt động sống của tế bào và cơ thể diễn ra bình thường.","Theo em cân bằng nội môi là khả năng của cơ thể giữ cho các điều kiện bên trong như nồng độ glucose trong máu, độ pH, áp suất thẩm thấu hay nhiệt độ luôn ở mức ổn định dù môi trường bên ngoài có thay đổi, cơ chế thực hiện điều này chủ yếu là cơ chế điều hòa ngược, tức là khi một yếu tố nào đó lệch khỏi mức bình thường thì cơ thể sẽ có phản ứng để đưa nó trở lại như cũ, nhờ vậy tế bào và cơ thể mới hoạt động bình thường được.","dung"
"98","Sinh học 11","Cân bằng nội môi","Cân bằng nội môi là duy trì sự ổn định của môi trường trong cơ thể (như nồng độ glucose, pH máu, áp suất thẩm thấu, nhiệt độ) thông qua cơ chế điều hòa ngược, đảm bảo các hoạt động sống của tế bào và cơ thể diễn ra bình thường.","Cân bằng nội môi là duy trì sự ổn định của môi trường trong cơ thể như nồng độ glucose, pH máu, áp suất thẩm thấu, nhiệt độ thông qua cơ chế điều hòa ngược, đảm bảo hoạt động sống của tế bào và cơ thể diễn ra bình thường.","hoc_vet"
"99","Sinh học 11","Cân bằng nội môi","Cân bằng nội môi là duy trì sự ổn định của môi trường trong cơ thể (như nồng độ glucose, pH máu, áp suất thẩm thấu, nhiệt độ) thông qua cơ chế điều hòa ngược, đảm bảo các hoạt động sống của tế bào và cơ thể diễn ra bình thường.","Cân bằng nội môi là sự duy trì ổn định môi trường trong cơ thể, ví dụ nồng độ glucose, pH máu, áp suất thẩm thấu, nhiệt độ, nhờ cơ chế điều hòa ngược để các hoạt động sống của tế bào và cơ thể diễn ra bình thường.","hoc_vet"
"100","Sinh học 11","Cân bằng nội môi","Cân bằng nội môi là duy trì sự ổn định của môi trường trong cơ thể (như nồng độ glucose, pH máu, áp suất thẩm thấu, nhiệt độ) thông qua cơ chế điều hòa ngược, đảm bảo các hoạt động sống của tế bào và cơ thể diễn ra bình thường.","Cân bằng nội môi là quá trình cơ thể trao đổi chất với môi trường bên ngoài để lấy oxi và thải CO2 ra ngoài.","sai"
